year,titre,Oscar,Duration,GG,DGA,PGA,SAG,BAFTA,Notes TMDB,Release Quarter,imdbID,NotesIMDb,NotesRottenTomatoes,NotesMetacritic,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Fantasy,History,Holiday,Horror,Kids & family,Lgbtq+,Musical,Mystery & thriller,Romance,Sci-fi,War,Western,Nommination Bafta,Nommination SAG,Nommination PGA,Nommination DGA,Nommination GG
1927,The Racket,0,,0,0,0,0,0,6.4,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,7th Heaven,0,1h 59m,0,0,0,0,0,7.317,3,tt0018379,7.6,100.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,Wings,1,2h 19m,0,0,0,0,0,7.205,3,tt0018578,7.6,94.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1927,Sunrise,1,1h 50m,0,0,0,0,0,0.0,1,tt0018455,8.1,98.0,95.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1927,The Crowd,0,,0,0,0,0,0,7.603,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,Chang,0,1h 45m,0,0,0,0,0,6.4,1,tt0017743,6.9,94.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,Alibi,0,1h 30m,0,0,0,0,0,4.958,1,tt0019031,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,In Old Arizona,0,1h 37m,0,0,0,0,0,5.208,4,tt0020018,5.5,56.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1928,The Broadway Melody,1,1h 50m,0,0,0,0,0,5.2,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1928,Hollywood Revue,0,,0,0,0,0,0,5.583,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,The Patriot,0,1h 48m,0,0,0,0,0,7.175,2,tt0019257,,100.0,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,All Quiet on the Western Front,1,1h 45m,0,0,0,0,0,7.739,4,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1929,The Big House,0,,0,0,0,0,0,6.75,2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,Disraeli,0,,0,0,0,0,0,5.438,4,tt0019823,6.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,The Divorcee,0,,0,0,0,0,0,6.322,2,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,The Love Parade,0,1h 47m,0,0,0,0,0,7.583,3,tt0020112,7.0,100.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1930,Cimarron,1,2h 27m,0,0,0,0,0,5.5,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1930,East Lynne,0,,0,0,0,0,0,5.889,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,The Front Page,0,1h 30m,0,0,0,0,0,7.283,4,,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,Skippy,0,1h 30m,0,0,0,0,0,6.176,2,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1930,Trader Horn,0,2h 3m,0,0,0,0,0,5.25,1,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,Arrowsmith,0,1h 48m,0,0,0,0,0,6.591,4,tt0021622,6.2,89.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,Bad Girl,0,1h 30m,0,0,0,0,0,6.2,3,tt0021635,6.4,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,The Champ,0,1h 26m,0,0,0,0,0,6.992,3,tt0021730,7.2,96.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,Five Star Final,0,1h 29m,0,0,0,0,0,6.741,3,tt0021873,7.3,91.0,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,Grand Hotel,1,1h 55m,0,0,0,0,0,7.0,2,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,One Hour with You,0,1h 20m,0,0,0,0,0,6.509,1,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1931,Shanghai Express,0,,0,0,0,0,0,6.893,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,The Smiling Lieutenant,0,1h 28m,0,0,0,0,0,7.0,3,tt0022074,7.2,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1932,Cavalcade,1,1h 49m,0,0,0,0,0,5.515,1,tt0023876,5.8,66.0,73.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,A Farewell to Arms,0,,0,0,0,0,0,6.236,4,tt0022879,6.4,94.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,42nd Street,0,1h 29m,0,0,0,0,0,6.888,1,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1932,I Am a Fugitive from a Chain Gang,0,1h 33m,0,0,0,0,0,7.822,4,tt0023042,8.2,96.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,Lady for a Day,0,1h 35m,0,0,0,0,0,7.141,3,,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,Little Women,0,1h 10m,0,0,0,0,1,7.9,4,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1932,The Private Life of Henry VIII,0,,0,0,0,0,0,6.309,3,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,She Done Him Wrong,0,1h 6m,0,0,0,0,0,5.8,1,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,Smilin' Through,0,,0,0,0,0,0,6.0,4,tt0023488,6.9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,State Fair,0,,0,0,0,0,0,6.612,3,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,The Barretts of Wimpole Street,0,,0,0,0,0,0,6.188,3,tt0024865,6.9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,Cleopatra,0,1h 44m,0,0,0,0,0,7.053,2,tt0024991,6.8,82.0,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1934,Flirtation Walk,0,1h 37m,0,0,0,0,0,5.4,4,tt0025124,5.6,100.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1934,The Gay Divorcee,0,,0,0,0,0,0,6.872,4,tt0025164,7.4,93.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,Here Comes the Navy,0,1h 26m,0,0,0,0,0,5.813,3,tt0025238,6.2,80.0,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,The House of Rothschild,0,1h 26m,0,0,0,0,0,6.067,2,tt0025272,6.5,100.0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,Imitation of Life,0,1h 46m,1,0,0,0,0,7.4,4,tt0025301,7.5,88.0,72.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1934,It Happened One Night,1,1h 45m,0,0,0,0,0,7.846,1,tt0025316,8.1,98.0,87.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1934,One Night of Love,0,1h 20m,0,0,0,0,0,5.7,3,tt0025601,5.6,71.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1934,The Thin Man,0,1h 19m,0,0,0,0,0,7.5,2,tt0025878,7.9,98.0,86.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,Viva Villa!,0,,0,0,0,0,0,6.316,2,tt0025948,6.3,60.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,The White Parade,0,1h 20m,0,0,0,0,0,6.0,4,tt0025986,6.9,57.0,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,Alice Adams,0,1h 39m,0,0,0,0,0,6.7,3,tt0026056,6.9,94.0,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,Broadway Melody of 1936,0,1h 45m,0,0,0,0,0,6.353,3,tt0026144,6.8,89.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1935,Captain Blood,0,1h 58m,0,0,0,0,0,6.664,4,tt0026174,7.7,100.0,89.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,David Copperfield,0,1h 12m,0,0,0,0,0,6.6,1,tt0026266,7.4,100.0,91.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1935,The Informer,0,1h 39m,0,0,0,0,0,6.533,3,tt0026529,7.4,94.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1935,Les Miserables,0,5h 59m,0,0,0,0,0,6.9,1,tt0026725,7.7,85.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1935,The Lives of a Bengal Lancer,0,,0,0,0,0,0,6.75,1,tt0026643,7.0,100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,A Midsummer Night's Dream,0,,0,0,0,0,0,6.439,2,tt0026714,6.8,92.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,Mutiny on the Bounty,1,2h 12m,0,0,0,0,0,7.023,4,tt0026752,7.6,96.0,87.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1935,Naughty Marietta,0,1h 46m,0,0,0,0,0,4.333,1,tt0026768,6.5,56.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1935,Ruggles of Red Gap,0,1h 32m,0,0,0,0,0,7.016,1,tt0026955,7.6,100.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,Top Hat,0,1h 39m,0,0,0,0,0,7.3,3,tt0027125,7.7,100.0,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1936,Anthony Adverse,0,2h 20m,0,0,0,0,0,5.935,3,tt0027300,6.3,20.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1936,Dodsworth,0,1h 41m,0,0,0,0,0,7.159,3,tt0027532,7.8,90.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,The Great Ziegfeld,1,2h 54m,0,0,0,0,0,6.228,2,tt0027698,6.6,72.0,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1936,Libeled Lady,0,1h 38m,0,0,0,0,0,7.3,4,tt0027884,7.8,87.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,Mr. Deeds Goes to Town,0,,0,0,0,0,0,7.495,2,tt0027996,7.8,91.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,Romeo and Juliet,0,3h 3m,1,0,0,0,0,7.35,2,tt0028203,6.5,78.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1936,San Francisco,0,1h 55m,0,0,0,0,0,6.719,2,tt0028216,7.2,92.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,The Story of Louis Pasteur,0,,0,0,0,0,0,6.789,1,tt0028313,7.3,100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,A Tale of Two Cities,0,30m,0,0,0,0,0,6.712,4,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,Three Smart Girls,0,1h 24m,0,0,0,0,0,6.438,4,tt0028373,6.6,86.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1937,The Awful Truth,0,,0,0,0,0,0,7.245,4,tt0028597,7.7,90.0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,Captains Courageous,0,1h 40m,0,0,0,0,0,7.4,2,tt0028691,7.9,94.0,81.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,Dead End,0,1h 34m,0,0,0,0,0,6.358,4,tt0028773,7.2,83.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1937,The Good Earth,0,,0,0,0,0,0,6.205,2,tt0028944,7.5,95.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,In Old Chicago,0,1h 35m,0,0,0,0,0,6.441,2,,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,The Life of Emile Zola,1,,0,0,0,0,0,6.581,3,tt0029146,7.2,92.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,Lost Horizon,0,2h 12m,0,0,0,0,0,7.047,1,tt0029162,7.6,93.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,One Hundred Men and a Girl,0,,0,0,0,0,0,6.3,3,tt0029347,6.7,88.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,Stage Door,0,1h 32m,0,0,0,0,0,6.9,4,tt0029604,7.7,96.0,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,A Star Is Born,0,2h 15m,0,0,0,0,1,7.501,4,tt0029606,7.3,100.0,77.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1938,The Adventures of Robin Hood,0,50m,0,0,0,0,0,7.439,2,tt0029843,7.9,100.0,97.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1938,Alexander's Ragtime Band,0,,0,0,0,0,0,6.604,2,tt0029852,6.8,80.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,Boys Town,0,1h 36m,0,0,0,0,0,6.704,3,tt0029942,7.2,90.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,The Citadel,0,1h 52m,0,0,0,0,0,6.3,4,tt0029995,7.1,89.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,Four Daughters,0,1h 30m,0,0,0,0,0,7.6,3,tt0030149,6.9,100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1938,Grand Illusion,0,1h 57m,0,0,0,0,0,7.847,2,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1938,Jezebel,0,1h 44m,0,0,0,0,0,7.066,1,tt0030287,7.4,96.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,Pygmalion,0,1h 50m,0,0,0,0,0,6.976,1,tt0030637,7.7,94.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1938,Test Pilot,0,,0,0,0,0,0,6.555,2,tt0030848,6.8,67.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,You Can't Take It with You,1,,0,0,0,0,0,7.5,3,tt0030993,7.8,95.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,Dark Victory,0,1h 46m,0,0,0,0,0,6.932,2,tt0031210,7.4,85.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,Gone with the Wind,1,3h 42m,0,0,0,0,0,7.959,4,tt0031381,8.2,90.0,97.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1939,"Goodbye, Mr. Chips",0,,1,0,0,0,0,7.415,3,tt0031385,7.9,84.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1939,Love Affair,0,1h 8m,0,0,0,0,0,7.07,2,tt0031593,7.3,,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1939,Mr. Smith Goes to Washington,0,,0,0,0,0,0,7.9,4,tt0031679,8.1,85.0,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,Ninotchka,0,1h 50m,0,0,0,0,0,7.499,4,tt0031725,7.8,95.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,Of Mice and Men,0,,0,0,0,0,0,7.3,3,tt0031742,7.8,100.0,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,Stagecoach,0,1h 40m,0,0,0,0,0,7.641,1,tt0031971,7.8,100.0,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1939,The Wizard of Oz,0,1h 41m,0,0,0,0,0,7.577,3,tt0032138,8.1,98.0,92.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1939,Wuthering Heights,0,1h 45m,0,0,0,0,0,6.625,4,tt0032145,7.5,96.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1940,"All This, and Heaven Too",0,,0,0,0,0,0,7.311,3,tt0032194,7.4,83.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,Foreign Correspondent,0,1h 59m,0,0,0,0,0,6.971,3,tt0032484,7.4,95.0,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1940,The Grapes of Wrath,0,,0,0,0,0,0,7.8,1,tt0032551,8.1,100.0,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,The Great Dictator,0,,0,0,0,0,0,8.3,4,tt0032553,8.4,92.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,Kitty Foyle,0,1h 48m,0,0,0,0,0,6.632,4,tt0032671,6.9,73.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,The Letter,0,14m,0,0,0,0,0,7.29,4,tt0032701,7.5,100.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,The Long Voyage Home,0,1h 44m,0,0,0,0,0,6.486,4,tt0032728,6.9,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,Our Town,0,,0,0,0,0,0,5.8,2,tt0032881,6.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,The Philadelphia Story,0,1h 52m,0,0,0,0,0,7.6,4,tt0032904,7.9,100.0,96.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1940,Rebecca,1,2h 1m,0,0,0,0,0,7.916,1,tt0032976,8.1,98.0,86.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1944,Double Indemnity,0,1h 46m,0,0,0,0,0,8.117,3,tt0036775,8.3,97.0,95.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,Gaslight,0,1h 54m,1,0,0,0,0,7.5,2,tt0036855,7.8,89.0,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1944,Going My Way,1,2h 10m,1,0,0,0,0,6.76,2,tt0036872,7.0,83.0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1944,Since You Went Away,0,2h 52m,0,0,0,0,0,6.419,2,tt0037280,7.5,77.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,Wilson,0,2h 34m,1,0,0,0,0,6.003,1,tt0037465,6.4,89.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1945,Anchors Aweigh,0,2h 23m,0,0,0,0,0,6.759,3,tt0037514,7.0,53.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1945,The Bells of St. Mary's,0,,1,0,0,0,0,6.865,4,tt0037536,7.2,85.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1945,The Lost Weekend,1,,1,0,0,0,0,7.641,4,tt0037884,7.9,97.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1945,Mildred Pierce,0,1h 49m,1,0,0,0,0,7.601,4,tt0037913,7.9,88.0,88.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1945,Spellbound,0,1h 15m,0,0,0,0,0,7.424,4,tt0038109,7.5,86.0,79.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,The Best Years of Our Lives,1,,0,0,0,0,0,7.806,4,tt0036868,8.1,97.0,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,Henry V,0,2h 17m,0,0,0,0,0,7.195,4,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1946,It's a Wonderful Life,0,,0,0,0,0,0,8.268,4,tt0038650,8.6,94.0,89.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,The Razor's Edge,0,,1,0,0,0,0,6.3,4,tt0038873,7.3,56.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1946,The Yearling,0,2h 8m,1,0,0,0,0,6.5,4,tt0039111,7.2,100.0,89.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1947,The Bishop's Wife,0,,0,0,0,0,0,7.1,4,tt0039190,7.6,85.0,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,Crossfire,0,1h 18m,0,0,0,0,0,5.4,1,tt0039286,7.3,88.0,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1947,Gentleman's Agreement,1,,1,0,0,0,0,6.964,4,tt0039416,7.2,82.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1947,Great Expectations,0,1h 30m,0,0,0,0,0,6.7,1,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,Miracle on 34th Street,0,1h 36m,0,0,0,0,0,6.732,4,tt0039628,7.9,96.0,88.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,Hamlet,1,3h 2m,0,0,0,0,1,7.372,4,tt0040416,7.6,96.0,82.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1948,Johnny Belinda,0,1h 40m,1,0,0,0,0,6.897,3,tt0040495,7.7,91.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1948,The Red Shoes,0,,1,0,0,0,0,7.968,3,tt0040725,8.1,98.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1948,The Snake Pit,0,,0,0,0,0,0,7.079,4,tt0040806,7.6,100.0,76.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1948,The Treasure of the Sierra Madre,0,,1,0,0,0,0,7.964,1,tt0040897,8.2,100.0,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1949,All the King's Men,1,,0,0,0,0,0,5.763,3,tt0041113,7.4,97.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,Battleground,0,1h 45m,1,0,0,0,0,6.619,4,tt0041163,7.4,78.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1949,The Heiress,0,1h 46m,1,0,0,0,0,7.697,4,tt0041452,8.1,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
